"ID","block","Pr_corr","condition"
113,10,0.785714285714286,"4cat"
114,1,0.428571428571429,"4cat"
114,2,0.785714285714286,"4cat"
114,3,0.642857142857143,"4cat"
114,4,0.714285714285714,"4cat"
114,5,0.714285714285714,"4cat"
114,6,0.785714285714286,"4cat"
114,7,0.785714285714286,"4cat"
114,8,0.928571428571429,"4cat"
114,9,0.857142857142857,"4cat"
114,10,0.857142857142857,"4cat"
115,1,0.5,"4cat"
115,2,0.714285714285714,"4cat"
115,3,0.785714285714286,"4cat"
115,4,0.785714285714286,"4cat"
115,5,1,"4cat"
115,6,0.928571428571429,"4cat"
115,7,1,"4cat"
115,8,1,"4cat"
115,9,1,"4cat"
115,10,1,"4cat"
116,1,0.214285714285714,"4cat"
116,2,0.357142857142857,"4cat"
116,3,0.785714285714286,"4cat"
116,4,0.714285714285714,"4cat"
116,5,0.714285714285714,"4cat"
116,6,0.642857142857143,"4cat"
116,7,0.5,"4cat"
116,8,0.642857142857143,"4cat"
116,9,0.857142857142857,"4cat"
116,10,0.714285714285714,"4cat"
117,1,0.285714285714286,"4cat"
117,2,0.428571428571429,"4cat"
117,3,0.428571428571429,"4cat"
117,4,0.428571428571429,"4cat"
117,5,0.428571428571429,"4cat"
117,6,0.714285714285714,"4cat"
117,7,0.714285714285714,"4cat"
117,8,0.714285714285714,"4cat"
117,9,0.857142857142857,"4cat"
117,10,0.714285714285714,"4cat"
118,1,0.285714285714286,"4cat"
118,2,0.5,"4cat"
118,3,0.571428571428571,"4cat"
118,4,0.571428571428571,"4cat"
118,5,0.785714285714286,"4cat"
118,6,0.714285714285714,"4cat"
118,7,0.571428571428571,"4cat"
118,8,0.571428571428571,"4cat"
118,9,0.642857142857143,"4cat"
118,10,0.571428571428571,"4cat"
119,1,0.5,"4cat"
119,2,0.857142857142857,"4cat"
119,3,0.928571428571429,"4cat"
119,4,0.928571428571429,"4cat"
119,5,0.857142857142857,"4cat"
119,6,1,"4cat"
119,7,1,"4cat"
119,8,1,"4cat"
119,9,1,"4cat"
119,10,1,"4cat"
120,1,0.214285714285714,"4cat"
120,2,0.285714285714286,"4cat"
120,3,0.357142857142857,"4cat"
120,4,0.357142857142857,"4cat"
120,5,0.357142857142857,"4cat"
120,6,0.357142857142857,"4cat"
120,7,0.357142857142857,"4cat"
120,8,0.428571428571429,"4cat"
120,9,0.285714285714286,"4cat"
120,10,0.642857142857143,"4cat"
121,1,0.357142857142857,"4cat"
121,2,0.285714285714286,"4cat"
121,3,0.357142857142857,"4cat"
121,4,0.571428571428571,"4cat"
121,5,0.714285714285714,"4cat"
121,6,0.642857142857143,"4cat"
121,7,1,"4cat"
121,8,0.928571428571429,"4cat"
121,9,1,"4cat"
121,10,0.928571428571429,"4cat"
122,1,0.714285714285714,"4h"
122,2,0.928571428571429,"4h"
122,3,0.857142857142857,"4h"
122,4,1,"4h"
122,5,1,"4h"
122,6,1,"4h"
122,7,1,"4h"
122,8,1,"4h"
122,9,1,"4h"
122,10,1,"4h"
123,1,0.571428571428571,"4h"
123,2,1,"4h"
123,3,1,"4h"
123,4,0.785714285714286,"4h"
123,5,1,"4h"
123,6,1,"4h"
123,7,1,"4h"
123,8,1,"4h"
123,9,1,"4h"
123,10,1,"4h"
124,1,0.714285714285714,"4h"
124,2,1,"4h"
124,3,0.857142857142857,"4h"
124,4,0.785714285714286,"4h"
124,5,0.928571428571429,"4h"
124,6,1,"4h"
124,7,1,"4h"
124,8,0.928571428571429,"4h"
124,9,0.928571428571429,"4h"
124,10,0.857142857142857,"4h"
125,1,0.142857142857143,"4h"
125,2,0.285714285714286,"4h"
125,3,0.428571428571429,"4h"
125,4,0.785714285714286,"4h"
125,5,0.714285714285714,"4h"
125,6,0.785714285714286,"4h"
125,7,0.642857142857143,"4h"
125,8,0.857142857142857,"4h"
125,9,0.928571428571429,"4h"
125,10,1,"4h"
126,1,0.285714285714286,"4h"
126,2,0,"4h"
126,3,0.214285714285714,"4h"
126,4,0.285714285714286,"4h"
126,5,0.214285714285714,"4h"
126,6,0.0714285714285714,"4h"
126,7,0.428571428571429,"4h"
126,8,0.428571428571429,"4h"
126,9,0.642857142857143,"4h"
126,10,0.5,"4h"
127,1,0.714285714285714,"4h"
127,2,0.928571428571429,"4h"
127,3,1,"4h"
127,4,1,"4h"
127,5,1,"4h"
127,6,1,"4h"
127,7,1,"4h"
127,8,1,"4h"
127,9,1,"4h"
127,10,1,"4h"
128,1,0.214285714285714,"4h"
128,2,0.285714285714286,"4h"
128,3,0.0714285714285714,"4h"
128,4,0.285714285714286,"4h"
128,5,0.357142857142857,"4h"
128,6,0.857142857142857,"4h"
128,7,1,"4h"
128,8,1,"4h"
128,9,1,"4h"
128,10,1,"4h"
129,1,0.285714285714286,"4h"
129,2,0.785714285714286,"4h"
129,3,0.642857142857143,"4h"
129,4,0.785714285714286,"4h"
129,5,0.714285714285714,"4h"
129,6,0.928571428571429,"4h"
129,7,0.785714285714286,"4h"
129,8,0.928571428571429,"4h"
129,9,1,"4h"
129,10,0.928571428571429,"4h"
130,1,0.285714285714286,"4h"
130,2,0.428571428571429,"4h"
130,3,0.714285714285714,"4h"
130,4,0.857142857142857,"4h"
130,5,0.928571428571429,"4h"
130,6,1,"4h"
130,7,1,"4h"
130,8,0.857142857142857,"4h"
130,9,1,"4h"
130,10,0.928571428571429,"4h"
131,1,0.428571428571429,"4h"
131,2,0.0714285714285714,"4h"
131,3,0.142857142857143,"4h"
131,4,0.5,"4h"
131,5,0.214285714285714,"4h"
131,6,0.357142857142857,"4h"
131,7,0.5,"4h"
131,8,0.214285714285714,"4h"
131,9,0.428571428571429,"4h"
131,10,0.428571428571429,"4h"
132,1,0.357142857142857,"4h"
132,2,0.714285714285714,"4h"
132,3,0.928571428571429,"4h"
132,4,1,"4h"
132,5,1,"4h"
132,6,1,"4h"
132,7,1,"4h"
132,8,1,"4h"
132,9,1,"4h"
132,10,1,"4h"
133,1,0.428571428571429,"4h"
133,2,0.857142857142857,"4h"
133,3,0.928571428571429,"4h"
133,4,1,"4h"
133,5,1,"4h"
133,6,1,"4h"
133,7,1,"4h"
133,8,1,"4h"
133,9,1,"4h"
133,10,1,"4h"
134,1,0.214285714285714,"4h"
134,2,0.357142857142857,"4h"
134,3,0.5,"4h"
134,4,0.214285714285714,"4h"
134,5,0.285714285714286,"4h"
134,6,0.428571428571429,"4h"
134,7,0.428571428571429,"4h"
134,8,0.785714285714286,"4h"
134,9,0.928571428571429,"4h"
134,10,0.928571428571429,"4h"
135,1,0.357142857142857,"4h"
135,2,0.357142857142857,"4h"
135,3,0.285714285714286,"4h"
135,4,0.214285714285714,"4h"
135,5,0.285714285714286,"4h"
135,6,0.214285714285714,"4h"
135,7,0.428571428571429,"4h"
135,8,0.285714285714286,"4h"
135,9,0.285714285714286,"4h"
135,10,0.285714285714286,"4h"
136,1,0.214285714285714,"4h"
136,2,0.142857142857143,"4h"
136,3,0.0714285714285714,"4h"
136,4,0.214285714285714,"4h"
136,5,0.142857142857143,"4h"
136,6,0.5,"4h"
136,7,0.5,"4h"
136,8,0.714285714285714,"4h"
136,9,1,"4h"
136,10,1,"4h"
137,1,0.357142857142857,"4h"
137,2,0.285714285714286,"4h"
137,3,0.5,"4h"
137,4,0.5,"4h"
137,5,0.5,"4h"
137,6,0.714285714285714,"4h"
137,7,0.5,"4h"
137,8,0.642857142857143,"4h"
137,9,0.642857142857143,"4h"
137,10,0.928571428571429,"4h"
138,1,0.142857142857143,"4h"
138,2,0.142857142857143,"4h"
138,3,0.285714285714286,"4h"
138,4,0.285714285714286,"4h"
138,5,0.285714285714286,"4h"
138,6,0.357142857142857,"4h"
138,7,0.285714285714286,"4h"
138,8,0.142857142857143,"4h"
138,9,0.357142857142857,"4h"
138,10,0.571428571428571,"4h"
139,1,0.357142857142857,"4h"
139,2,0.357142857142857,"4h"
139,3,0.714285714285714,"4h"
139,4,0.785714285714286,"4h"
139,5,1,"4h"
139,6,0.928571428571429,"4h"
139,7,1,"4h"
139,8,1,"4h"
139,9,1,"4h"
139,10,1,"4h"
140,1,0.285714285714286,"4h"
140,2,0.428571428571429,"4h"
140,3,0.857142857142857,"4h"
140,4,1,"4h"
140,5,1,"4h"
140,6,1,"4h"
140,7,1,"4h"
140,8,1,"4h"
140,9,1,"4h"
140,10,1,"4h"
141,1,0.142857142857143,"4h"
141,2,0.285714285714286,"4h"
141,3,0.357142857142857,"4h"
141,4,0.357142857142857,"4h"
141,5,0.428571428571429,"4h"
141,6,0.642857142857143,"4h"
141,7,0.357142857142857,"4h"
141,8,0.785714285714286,"4h"
141,9,0.5,"4h"
141,10,0.857142857142857,"4h"
142,1,0.142857142857143,"4h"
142,2,0.214285714285714,"4h"
142,3,0.285714285714286,"4h"
142,4,0.214285714285714,"4h"
142,5,0.571428571428571,"4h"
142,6,0.928571428571429,"4h"
142,7,1,"4h"
142,8,1,"4h"
142,9,1,"4h"
142,10,1,"4h"
143,1,0.0714285714285714,"4h"
143,2,0.142857142857143,"4h"
143,3,0.285714285714286,"4h"
143,4,0.714285714285714,"4h"
143,5,0.5,"4h"
143,6,0.357142857142857,"4h"
143,7,0.5,"4h"
143,8,0.857142857142857,"4h"
143,9,0.714285714285714,"4h"
143,10,0.642857142857143,"4h"
144,1,0.142857142857143,"4h"
144,2,0.428571428571429,"4h"
144,3,0.142857142857143,"4h"
144,4,0.214285714285714,"4h"
144,5,0.285714285714286,"4h"
144,6,0.214285714285714,"4h"
144,7,0.285714285714286,"4h"
144,8,0.357142857142857,"4h"
144,9,0.214285714285714,"4h"
144,10,0.214285714285714,"4h"
145,1,0.285714285714286,"4h"
145,2,0.714285714285714,"4h"
145,3,0.928571428571429,"4h"
145,4,0.928571428571429,"4h"
145,5,1,"4h"
145,6,0.928571428571429,"4h"
145,7,1,"4h"
145,8,1,"4h"
145,9,1,"4h"
145,10,1,"4h"
146,1,0.357142857142857,"4h"
146,2,0.642857142857143,"4h"
146,3,1,"4h"
146,4,1,"4h"
146,5,1,"4h"
146,6,1,"4h"
146,7,1,"4h"
146,8,1,"4h"
146,9,1,"4h"
146,10,1,"4h"
147,1,0.428571428571429,"4h"
147,2,0.857142857142857,"4h"
147,3,0.928571428571429,"4h"
147,4,1,"4h"
147,5,1,"4h"
147,6,0.928571428571429,"4h"
147,7,1,"4h"
147,8,1,"4h"
147,9,0.928571428571429,"4h"
147,10,1,"4h"
148,1,0.214285714285714,"4h"
148,2,0.285714285714286,"4h"
148,3,0.714285714285714,"4h"
148,4,1,"4h"
148,5,1,"4h"
148,6,1,"4h"
148,7,1,"4h"
148,8,1,"4h"
148,9,1,"4h"
148,10,1,"4h"
149,1,0.214285714285714,"4vl"
149,2,0.428571428571429,"4vl"
149,3,0.357142857142857,"4vl"
149,4,0.285714285714286,"4vl"
149,5,0.285714285714286,"4vl"
149,6,0.857142857142857,"4vl"
149,7,0.642857142857143,"4vl"
149,8,0.5,"4vl"
149,9,0.857142857142857,"4vl"
149,10,0.785714285714286,"4vl"
150,1,0.0714285714285714,"4vl"
150,2,0.571428571428571,"4vl"
150,3,0.214285714285714,"4vl"
150,4,0.357142857142857,"4vl"
150,5,0.285714285714286,"4vl"
150,6,0.285714285714286,"4vl"
150,7,0.214285714285714,"4vl"
150,8,0.285714285714286,"4vl"
150,9,0.428571428571429,"4vl"
150,10,0.285714285714286,"4vl"
151,1,0.0714285714285714,"4vl"
151,2,0.428571428571429,"4vl"
151,3,0.357142857142857,"4vl"
151,4,0.285714285714286,"4vl"
151,5,0.285714285714286,"4vl"
151,6,0.571428571428571,"4vl"
151,7,0.571428571428571,"4vl"
151,8,0.857142857142857,"4vl"
151,9,0.928571428571429,"4vl"
151,10,0.857142857142857,"4vl"
152,1,0.0714285714285714,"4vl"
152,2,0.428571428571429,"4vl"
152,3,0.428571428571429,"4vl"
152,4,0.642857142857143,"4vl"
152,5,0.785714285714286,"4vl"
152,6,0.928571428571429,"4vl"
152,7,1,"4vl"
152,8,0.928571428571429,"4vl"
152,9,1,"4vl"
152,10,1,"4vl"
153,1,0.357142857142857,"4vl"
153,2,0.785714285714286,"4vl"
153,3,0.571428571428571,"4vl"
153,4,0.928571428571429,"4vl"
153,5,1,"4vl"
153,6,0.928571428571429,"4vl"
153,7,1,"4vl"
153,8,1,"4vl"
153,9,0.785714285714286,"4vl"
153,10,1,"4vl"
154,1,0.214285714285714,"4vl"
154,2,0.285714285714286,"4vl"
154,3,0.857142857142857,"4vl"
154,4,1,"4vl"
154,5,1,"4vl"
154,6,1,"4vl"
154,7,1,"4vl"
154,8,1,"4vl"
154,9,1,"4vl"
154,10,1,"4vl"
155,1,0.357142857142857,"4vl"
155,2,0.142857142857143,"4vl"
155,3,0.214285714285714,"4vl"
155,4,0.285714285714286,"4vl"
155,5,0.428571428571429,"4vl"
155,6,0.857142857142857,"4vl"
155,7,0.714285714285714,"4vl"
155,8,0.857142857142857,"4vl"
155,9,0.928571428571429,"4vl"
155,10,1,"4vl"
156,1,0.357142857142857,"4vl"
156,2,0.571428571428571,"4vl"
156,3,0.5,"4vl"
156,4,0.714285714285714,"4vl"
156,5,0.785714285714286,"4vl"
156,6,0.928571428571429,"4vl"
156,7,1,"4vl"
156,8,0.928571428571429,"4vl"
156,9,1,"4vl"
156,10,1,"4vl"
157,1,0.285714285714286,"4vl"
157,2,0.5,"4vl"
157,3,0.928571428571429,"4vl"
157,4,0.785714285714286,"4vl"
157,5,1,"4vl"
157,6,1,"4vl"
157,7,1,"4vl"
157,8,1,"4vl"
157,9,1,"4vl"
157,10,1,"4vl"
158,1,0.357142857142857,"4vl"
158,2,0.214285714285714,"4vl"
158,3,0.214285714285714,"4vl"
158,4,0.214285714285714,"4vl"
158,5,0.214285714285714,"4vl"
158,6,0.285714285714286,"4vl"
158,7,0.285714285714286,"4vl"
158,8,0.285714285714286,"4vl"
158,9,0.214285714285714,"4vl"
158,10,0.142857142857143,"4vl"
159,1,0.642857142857143,"4vl"
159,2,0.928571428571429,"4vl"
159,3,0.857142857142857,"4vl"
159,4,1,"4vl"
159,5,0.928571428571429,"4vl"
159,6,1,"4vl"
159,7,1,"4vl"
159,8,1,"4vl"
159,9,1,"4vl"
159,10,1,"4vl"
160,1,0.928571428571429,"4vl"
160,2,1,"4vl"
160,3,1,"4vl"
160,4,1,"4vl"
160,5,1,"4vl"
160,6,1,"4vl"
160,7,1,"4vl"
160,8,1,"4vl"
160,9,1,"4vl"
160,10,1,"4vl"
161,1,0.5,"4vl"
161,2,0.357142857142857,"4vl"
161,3,0.571428571428571,"4vl"
161,4,0.928571428571429,"4vl"
161,5,1,"4vl"
161,6,1,"4vl"
161,7,1,"4vl"
161,8,1,"4vl"
161,9,1,"4vl"
161,10,1,"4vl"
162,1,0.357142857142857,"4vl"
162,2,0.214285714285714,"4vl"
162,3,0.357142857142857,"4vl"
162,4,0.285714285714286,"4vl"
162,5,0.285714285714286,"4vl"
162,6,0.0714285714285714,"4vl"
162,7,0.214285714285714,"4vl"
162,8,0.214285714285714,"4vl"
162,9,0.214285714285714,"4vl"
162,10,0.357142857142857,"4vl"
163,1,0.0714285714285714,"4vl"
163,2,0.214285714285714,"4vl"
163,3,0.642857142857143,"4vl"
163,4,0.571428571428571,"4vl"
163,5,0.714285714285714,"4vl"
163,6,0.785714285714286,"4vl"
163,7,0.857142857142857,"4vl"
163,8,0.928571428571429,"4vl"
163,9,0.714285714285714,"4vl"
163,10,0.928571428571429,"4vl"
164,1,0.142857142857143,"4vl"
164,2,0.357142857142857,"4vl"
164,3,0.571428571428571,"4vl"
164,4,0.714285714285714,"4vl"
164,5,0.642857142857143,"4vl"
164,6,0.785714285714286,"4vl"
164,7,0.928571428571429,"4vl"
164,8,0.785714285714286,"4vl"
164,9,1,"4vl"
164,10,1,"4vl"
165,1,0.285714285714286,"4vl"
165,2,0.214285714285714,"4vl"
165,3,0.428571428571429,"4vl"
165,4,0.5,"4vl"
165,5,0.428571428571429,"4vl"
165,6,0.857142857142857,"4vl"
165,7,1,"4vl"
165,8,1,"4vl"
165,9,1,"4vl"
165,10,1,"4vl"
166,1,0.571428571428571,"4vl"
166,2,0.928571428571429,"4vl"
166,3,1,"4vl"
166,4,1,"4vl"
166,5,1,"4vl"
166,6,1,"4vl"
166,7,1,"4vl"
166,8,1,"4vl"
166,9,1,"4vl"
166,10,1,"4vl"
167,1,0.214285714285714,"4vl"
167,2,0.428571428571429,"4vl"
167,3,0.857142857142857,"4vl"
167,4,1,"4vl"
167,5,1,"4vl"
167,6,1,"4vl"
167,7,1,"4vl"
167,8,1,"4vl"
167,9,1,"4vl"
167,10,1,"4vl"
168,1,0.428571428571429,"4vl"
168,2,0.428571428571429,"4vl"
168,3,0.642857142857143,"4vl"
168,4,0.714285714285714,"4vl"
168,5,0.928571428571429,"4vl"
168,6,0.928571428571429,"4vl"
168,7,1,"4vl"
168,8,0.857142857142857,"4vl"
168,9,1,"4vl"
168,10,1,"4vl"
169,1,0.428571428571429,"4vl"
169,2,0.357142857142857,"4vl"
169,3,0.357142857142857,"4vl"
169,4,0.571428571428571,"4vl"
169,5,0.714285714285714,"4vl"
169,6,0.714285714285714,"4vl"
169,7,0.857142857142857,"4vl"
169,8,0.785714285714286,"4vl"
169,9,0.785714285714286,"4vl"
169,10,0.928571428571429,"4vl"
170,1,0.285714285714286,"4vl"
170,2,0.428571428571429,"4vl"
170,3,1,"4vl"
170,4,0.928571428571429,"4vl"
170,5,1,"4vl"
170,6,1,"4vl"
170,7,0.928571428571429,"4vl"
170,8,0.928571428571429,"4vl"
170,9,1,"4vl"
170,10,0.928571428571429,"4vl"
171,1,0.142857142857143,"4vl"
171,2,0.214285714285714,"4vl"
171,3,0.142857142857143,"4vl"
171,4,0.0714285714285714,"4vl"
171,5,0.357142857142857,"4vl"
171,6,0.428571428571429,"4vl"
171,7,0.785714285714286,"4vl"
171,8,0.857142857142857,"4vl"
171,9,0.785714285714286,"4vl"
171,10,0.857142857142857,"4vl"
172,1,0.0714285714285714,"4vl"
172,2,0.5,"4vl"
172,3,0.785714285714286,"4vl"
172,4,0.642857142857143,"4vl"
172,5,0.928571428571429,"4vl"
172,6,0.928571428571429,"4vl"
172,7,1,"4vl"
172,8,1,"4vl"
172,9,0.928571428571429,"4vl"
172,10,0.928571428571429,"4vl"
173,1,0.5,"4vl"
173,2,0.928571428571429,"4vl"
173,3,0.928571428571429,"4vl"
173,4,0.857142857142857,"4vl"
173,5,1,"4vl"
173,6,1,"4vl"
173,7,1,"4vl"
173,8,1,"4vl"
173,9,1,"4vl"
173,10,1,"4vl"
174,1,0.714285714285714,"4vl"
174,2,1,"4vl"
174,3,1,"4vl"
174,4,1,"4vl"
174,5,1,"4vl"
174,6,1,"4vl"
174,7,1,"4vl"
174,8,1,"4vl"
174,9,1,"4vl"
174,10,1,"4vl"
175,1,0.285714285714286,"4vl"
175,2,0,"4vl"
175,3,0.785714285714286,"4vl"
175,4,0.928571428571429,"4vl"
175,5,0.857142857142857,"4vl"
175,6,1,"4vl"
175,7,1,"4vl"
175,8,1,"4vl"
175,9,1,"4vl"
175,10,1,"4vl"
176,1,0.214285714285714,"4vl"
176,2,0.214285714285714,"4vl"
176,3,0.428571428571429,"4vl"
176,4,0.785714285714286,"4vl"
176,5,0.857142857142857,"4vl"
176,6,0.928571428571429,"4vl"
176,7,1,"4vl"
176,8,1,"4vl"
176,9,1,"4vl"
176,10,1,"4vl"
177,1,0.214285714285714,"4vl"
177,2,0.428571428571429,"4vl"
177,3,0.785714285714286,"4vl"
177,4,0.857142857142857,"4vl"
177,5,1,"4vl"
177,6,1,"4vl"
177,7,1,"4vl"
177,8,1,"4vl"
177,9,1,"4vl"
177,10,1,"4vl"
178,1,0.285714285714286,"4vl"
178,2,0.142857142857143,"4vl"
178,3,0.428571428571429,"4vl"
178,4,0.357142857142857,"4vl"
178,5,0.642857142857143,"4vl"
178,6,0.857142857142857,"4vl"
178,7,0.714285714285714,"4vl"
178,8,0.928571428571429,"4vl"
178,9,1,"4vl"
178,10,1,"4vl"
179,1,0.142857142857143,"4vl"
179,2,0.785714285714286,"4vl"
179,3,0.857142857142857,"4vl"
179,4,0.785714285714286,"4vl"
179,5,0.928571428571429,"4vl"
179,6,0.928571428571429,"4vl"
179,7,1,"4vl"
179,8,0.928571428571429,"4vl"
179,9,1,"4vl"
179,10,1,"4vl"
